,name,lat,long,address,city,website_1,id_tripadvisor,web,phone,review_write,ranking_str,rate,operation,rating_details,image
46,AIRSPACE MINNESOTA,44.87549,-93.22309,15509 POST ROAD,WAYZATA,NA,560190,http://www.fws.gov/midwest/minnesotavalley/,+1 952-854-5900,https://www.tripadvisor.com/UserReview-g42881-d560190-Minnesota_Valley_National_Wildlife_Refuge-Bloomington_Minnesota.html?m=66827,#4 of 26 things to do in Bloomington,4.5,"Monday: Closed,Tuesday: 09:00 - 16:00,Wednesday: 09:00 - 16:00,Thursday: 09:00 - 16:00,Friday: 09:00 - 16:00,Saturday: 09:00 - 16:00,Sunday: 09:00 - 16:00","1: 0,2: 3,3: 17,4: 46,5: 88",https://media-cdn.tripadvisor.com/media/photo-f/0b/d0/6b/e5/located-right-across.jpg
47,TWIN CITIES MUSEUM OF CONTEMPORARY ART,44.9623,-93.19282,2285 UNIVERSITY AVE W 214,ST PAUL,HTTP://WWW.TCMOCA.ORG,2446321,http://www.tcmrm.org/,+1 651-647-9628,https://www.tripadvisor.com/UserReview-g43501-d2446321-Twin_City_Model_Railroad_Museum-Saint_Paul_Minnesota.html?m=66827,#16 of 232 things to do in Saint Paul,4.5,"Monday: 10:00 - 15:00,Tuesday: Closed,Wednesday: Closed,Thursday: Closed,Friday: 10:00 - 15:00,Saturday: 10:00 - 15:00,Sunday: 12:00 - 17:00","1: 1,2: 1,3: 1,4: 20,5: 61",https://media-cdn.tripadvisor.com/media/photo-f/07/8a/37/eb/main-building.jpg
48,MINNESOTA MARINE ART MUSEUM,44.04946,-91.67297,800 RIVERVIEW DR,WINONA,HTTPS://WWW.MMAM.ORG,619837,http://www.mmam.org/,+1 507-474-6626,https://www.tripadvisor.com/UserReview-g43648-d619837-Minnesota_Marine_Art_Museum-Winona_Minnesota.html?m=66827,#1 of 37 things to do in Winona,5,"Monday: Closed,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 2,2: 1,3: 2,4: 35,5: 474",https://media-cdn.tripadvisor.com/media/photo-f/18/2c/69/6f/photo7jpg.jpg
49,MUSEUM OF RUSSIAN ART,44.90245,-93.27588,5500 STEVENS AVE SOUTH,MINNEAPOLIS,HTTP://TMORA.ORG/,2491323,http://tmora.org/,+1 612-821-9045,https://www.tripadvisor.com/UserReview-g43323-d2491323-The_Museum_of_Russian_Art-Minneapolis_Minnesota.html?m=66827,#7 of 463 things to do in Minneapolis,4.5,FALSE,"1: 3,2: 2,3: 17,4: 79,5: 297",https://media-cdn.tripadvisor.com/media/photo-f/15/77/ad/0c/view-of-the-main-floor.jpg
50,MUSEUM OF LAKE MINNETONKA,44.90348,-93.56601,140 GEORGE ST,EXCELSIOR,HTTP://WWW.STEAMBOATMINNEHAHA.ORG,18002350,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g43056-d18002350-Charming_bead_board_Cottage_in_Historic_Excelsior_on_Lake_Minnetonka-Excelsior_Minnesota.html?m=66827,FALSE,5,FALSE,"1: 0,2: 0,3: 2,4: 3,5: 27",
51,ART OF THIS GALLERY,44.95292,-93.25462,2731 14TH AVE S,MINNEAPOLIS,HTTP://ARTOFTHIS.NET/,107544,http://new.artsmia.org,+1 888-642-2787,https://www.tripadvisor.com/UserReview-g43323-d107544-Minneapolis_Institute_of_Art-Minneapolis_Minnesota.html?m=66827,#1 of 463 things to do in Minneapolis,5,"Monday: Closed,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 21:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 4,2: 9,3: 38,4: 347,5: 1996",https://media-cdn.tripadvisor.com/media/photo-f/0c/ab/dc/41/20160821-110538-largejpg.jpg
52,TRI RIVER MUSEUM,47.92081,-96.04221,PO BOX 68,PLUMMER,NA,2459461,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g43569-d2459461-Seven_Clans_Casino_Hotel_Thief_River_Falls-Thief_River_Falls_Minnesota.html?m=66827,#6 of 6 hotels in Thief River Falls,2.5,FALSE,"1: 55,2: 29,3: 41,4: 35,5: 15",https://media-cdn.tripadvisor.com/media/photo-f/14/1e/ad/c9/double-queen-standard.jpg
53,ROURKE ART GALLERY MUSEUM,46.8736,-96.7725,521 MAIN AVE,MOORHEAD,HTTPS://WWW.FACEBOOK.COM/ROURKEARTS,1580398,http://www.facebook.com/RourkeArts,+1 218-236-8861,https://www.tripadvisor.com/UserReview-g43335-d1580398-Rourke_Art_Museum-Moorhead_Minnesota.html?m=66827,#8 of 30 things to do in Moorhead,3.5,FALSE,"1: 0,2: 1,3: 2,4: 2,5: 2",https://media-cdn.tripadvisor.com/media/photo-f/02/ff/a2/31/rourke-art-museum.jpg
54,SANDSTONE HISTORY & ART CENTER,46.12603,-92.79748,PO BOX 398,SANDSTONE,NA,43506,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/11/9f/bd/fe/kettle-river-up-stream.jpg
55,WELLS FARGO HISTORY MUSEUM,44.97687,-93.27091,90 SOUTH 7TH STREET MAC N9305-023,MINNEAPOLIS,NA,2513333,http://hennepinhistory.org/,+1 612-870-1329,https://www.tripadvisor.com/UserReview-g43323-d2513333-Hennepin_History_Museum-Minneapolis_Minnesota.html?m=66827,#114 of 463 things to do in Minneapolis,4,"Monday: Closed,Tuesday: 10:00 - 14:00,Wednesday: 13:00 - 17:00,Thursday: 13:00 - 20:00,Friday: 13:00 - 17:00,Saturday: 13:00 - 17:00,Sunday: 13:00 - 17:00","1: 0,2: 2,3: 3,4: 3,5: 6",https://media-cdn.tripadvisor.com/media/photo-f/10/ec/4f/ff/building-exterior.jpg
56,CHARLES BABBAGE INSTITUTE,44.97603,-93.23779,211 ANDERSEN LIBRARY,MINNEAPOLIS,HTTP://WWW.CBI.UMN.EDU/,142841,http://aveda.edu/minneapolis/,+1 612-378-7404,https://www.tripadvisor.com/UserReview-g43323-d142841-Aveda_Institute_Minneapolis-Minneapolis_Minnesota.html?m=66827,#2 of 62 Spas &amp; Wellness in Minneapolis,4,"Monday: 09:00 - 21:00,Tuesday: 09:00 - 21:00,Wednesday: 09:00 - 21:00,Thursday: 09:00 - 21:00,Friday: 09:00 - 21:00,Saturday: 09:00 - 21:00,Sunday: Closed","1: 4,2: 2,3: 2,4: 15,5: 14",https://media-cdn.tripadvisor.com/media/photo-f/22/02/05/5b/cocktails-and-manicures.jpg
57,MINNESOTA CHILDREN'S MUSEUM ROCHESTER,44.05566,-92.44157,"1643 N BROADWAY ST, SUITE A, RIVER CENTER PLAZA",ROCHESTER,NA,23638713,https://creativecuisineco.com/purple-goat/,+1 507-361-5144,https://www.tripadvisor.com/UserReview-g43466-d23638713-Purple_Goat-Rochester_Minnesota.html?m=66827,#84 of 344 Places to Eat in Rochester,4,"Monday: 11:00 - 20:00,Tuesday: 11:00 - 21:00,Wednesday: 11:00 - 21:00,Thursday: 11:00 - 21:00,Friday: 11:00 - 22:00,Saturday: 11:00 - 22:00,Sunday: 11:00 - 20:00","1: 1,2: 3,3: 6,4: 7,5: 11",https://media-cdn.tripadvisor.com/media/photo-f/1d/f9/22/68/purple-goats-front-entrance.jpg
58,LAKE SUPERIOR ZOO,46.72607,-92.18951,7210 FREMONT STREET,DULUTH,HTTP://WWW.LSZOODULUTH.ORG,277966,http://www.LSZooDuluth.org/,+1 218-730-4500,https://www.tripadvisor.com/UserReview-g43018-d277966-Lake_Superior_Zoo-Duluth_Minnesota.html?m=66827,#28 of 106 things to do in Duluth,4,"Monday: 10:00 - 16:00,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 16:00,Sunday: 10:00 - 16:00","1: 13,2: 30,3: 43,4: 84,5: 83",https://media-cdn.tripadvisor.com/media/photo-f/1d/34/45/df/tundra-and-banks-two.jpg
59,MARSHALL W. ALWORTH PLANETARIUM,46.80808,-92.07575,515 DARLAND ADMINISTRATION BLDG,DULUTH,NA,4058142,http://www.d.umn.edu/planet/,+1 218-726-8000,https://www.tripadvisor.com/UserReview-g43018-d4058142-MWA_Planetarium-Duluth_Minnesota.html?m=66827,#52 of 106 things to do in Duluth,4.5,FALSE,"1: 0,2: 0,3: 1,4: 1,5: 5",
60,SCIENCE MUSEUM OF MINNESOTA,44.94343,-93.09571,120 WEST KELLOGG BOULEVARD,ST PAUL,HTTP://WWW.SMM.ORG,134891,http://www.smm.org,+1 651-221-9444,https://www.tripadvisor.com/UserReview-g43501-d134891-Science_Museum_of_Minnesota-Saint_Paul_Minnesota.html?m=66827,#6 of 232 things to do in Saint Paul,4.5,"Monday: 09:00 - 17:00,Tuesday: 09:00 - 17:00,Wednesday: 09:00 - 17:00,Thursday: 09:00 - 17:00,Friday: 09:00 - 20:00,Saturday: 09:00 - 20:00,Sunday: 09:00 - 17:00","1: 10,2: 23,3: 63,4: 242,5: 795",https://media-cdn.tripadvisor.com/media/photo-f/25/e8/2d/3d/visitors-taking-photos.jpg
61,WORKS MUSEUM,44.82728,-93.28619,9740 GRAND AVENUE,BLOOMINGTON,HTTP://WWW.THEWORKS.ORG,3960698,http://www.theworks.org/,+1 952-888-4262,https://www.tripadvisor.com/UserReview-g42881-d3960698-The_Works_Museum-Bloomington_Minnesota.html?m=66827,#9 of 26 things to do in Bloomington,4,FALSE,"1: 0,2: 2,3: 8,4: 18,5: 16",https://media-cdn.tripadvisor.com/media/photo-f/04/38/b6/78/front-of-building.jpg
62,EVELYN PAYNE HATCHER MUSEUM OF ANTHROPOLOGY,45.55258,-94.15261,720 FOURTH AVE SOUTH,ST CLOUD,NA,1026726,http://www.houseofpizzamn.com/,+1 320-228-9300,https://www.tripadvisor.com/UserReview-g43493-d1026726-House_Of_PIzza-Saint_Cloud_Minnesota.html?m=66827,#17 of 191 Places to Eat in Saint Cloud,4,"Monday: 11:00 - 22:00,Tuesday: 11:00 - 22:00,Wednesday: 11:00 - 22:00,Thursday: 11:00 - 23:00,Friday: 11:00 - 23:00,Saturday: 11:00 - 23:00,Sunday: 11:00 - 22:00","1: 10,2: 2,3: 17,4: 31,5: 71",https://media-cdn.tripadvisor.com/media/photo-f/2b/90/3d/d3/patio-dining.jpg
63,JAMES FORD BELL MUSEUM OF NATURAL HISTORY,44.97489,-93.23378,100 CHURCH STREET SE,TWIN CITIES,HTTP://WWW.BELLMUSEUM.UMN.EDU/,208573,https://wam.umn.edu/?fbclid=IwAR0_gVqg5EBIx0HNZZV5fgQOELJ_tNlnNsyGKUneX29l0jAefdkI0LTCUk0_aem_AYofuXN8agYWAP8oniovwFJDSPN8cCGlZN_VISXld1-AcShwyxZ3OP0k31V9mbW29nVslQ5ZJ_HFTP8sgcEjoTVO,+1 612-625-9494,https://www.tripadvisor.com/UserReview-g43323-d208573-Weisman_Art_Museum-Minneapolis_Minnesota.html?m=66827,#20 of 463 things to do in Minneapolis,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: 10:00 - 20:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 11:00 - 17:00,Sunday: 11:00 - 17:00","1: 1,2: 5,3: 27,4: 104,5: 129",https://media-cdn.tripadvisor.com/media/photo-f/0d/a4/27/dc/frederick-weisman-museum.jpg
64,MAXWELL MUSEUM OF ANTHROPOLOGY,NA,NA,1 UNIVERSITY BLVD NE,ALBUQUERQUE,NA,559832,http://www.unm.edu/~maxwell/,+1 505-277-4405,https://www.tripadvisor.com/UserReview-g60933-d559832-Maxwell_Museum_of_Anthropology-Albuquerque_New_Mexico.html?m=66827,#44 of 349 things to do in Albuquerque,4.5,"Monday: Closed,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 16:00,Sunday: Closed","1: 1,2: 2,3: 2,4: 17,5: 29",https://media-cdn.tripadvisor.com/media/photo-f/0a/fe/67/72/maxwell-museum-of-anthropology.jpg
65,SMSU MUSEUM OF NATURAL HISTORY,44.45779,-95.77595,1501 STATE ST,MARSHALL,NA,27079834,http://www.lyoncomuseum.org,+1 507-537-6580,https://www.tripadvisor.com/UserReview-g43298-d27079834-Lyon_County_Museum_Marshall_MN-Marshall_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
66,AMERICAN MUSEUM OF ASMAT ART,44.93567,-93.16083,2115 SUMMIT AVENUE,SAINT PAUL,HTTP://ART.STTHOMAS.EDU/ASMAT/?UTM_SOURCE=USTREDIRECT&UTM_MEDIUM=VANITY&UTM_CAMPAIGN=ASMAT%20ART,314463,http://julianhsleeperhouse.com/,+1 651-225-1505,https://www.tripadvisor.com/UserReview-g43501-d314463-Julian_H_Sleeper_House_Museum-Saint_Paul_Minnesota.html?m=66827,#62 of 232 things to do in Saint Paul,4.5,FALSE,"1: 0,2: 0,3: 0,4: 3,5: 8",https://media-cdn.tripadvisor.com/media/photo-f/0a/f9/12/4e/20160421-115347-largejpg.jpg
67,ART GALLERY,48.12416,-96.16536,1101 HWY ONE EAST,THIEF RIVER FALLS,NA,117317,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g42863-d117317-Sculpture_Walk-Bemidji_Minnesota.html?m=66827,#3 of 31 things to do in Bemidji,4.5,FALSE,"1: 0,2: 0,3: 5,4: 25,5: 47",https://media-cdn.tripadvisor.com/media/photo-f/02/fe/d9/50/sculpture-walk.jpg
68,ART GALLERY-WILLMAR,45.1394,-95.07246,2101 15TH AVE NW,WILLMAR,HTTP://WWW.RIDGEWATER.EDU/MORE-RC/PAGES/ART-GALLERY-WILLMAR.ASPX,43641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/13/93/23/09/this-is-a-decorated-millstone.jpg
69,BENEDICTA ARTS CENTER,45.55963,-94.31694,37 COLLEGE AVENUE,ST JOSEPH,HTTP://WWW.CSBSJU.EDU/,4719782,https://www.tripadvisor.com/Restaurant_Review-g43497-d4719782-Reviews-Gorecki_Dining_and_Conference_Center-Saint_Joseph_Minnesota.html?m=66827,+1 320-363-5112,https://www.tripadvisor.com/UserReview-g43497-d4719782-Gorecki_Dining_and_Conference_Center-Saint_Joseph_Minnesota.html?m=66827,#11 of 23 Places to Eat in Saint Joseph,4.5,"Monday: 07:00 - 20:00,Tuesday: 07:00 - 20:00,Wednesday: 07:00 - 20:00,Thursday: 07:00 - 20:00,Friday: 07:00 - 20:00,Saturday: 09:00 - 20:00,Sunday: 09:00 - 20:00","1: 0,2: 0,3: 0,4: 3,5: 2",
70,CARLETON ART GALLERY,44.46118,-93.15567,320 3RD STREET,NORTHFIELD,NA,737410,http://www.carleton.edu/campus/arb,+1 507-646-5413,https://www.tripadvisor.com/UserReview-g43379-d737410-Cowling_Arboretum_at_Carleton_College-Northfield_Minnesota.html?m=66827,#2 of 16 things to do in Northfield,4.5,FALSE,"1: 1,2: 0,3: 3,4: 13,5: 39",https://media-cdn.tripadvisor.com/media/photo-f/06/49/b7/a5/cowling-arboretum-at.jpg
71,CHARLES BECK GALLERY,46.2871,-96.09996,1414 COLLEGE WAY,FERGUS FALLS,HTTP://WWW.MINNESOTA.EDU/?ID=10591,25396299,http://www.kaddatzgalleries.org,+1 218-998-4405,https://www.tripadvisor.com/UserReview-g43066-d25396299-Kaddatz_Galleries-Fergus_Falls_Minnesota.html?m=66827,FALSE,FALSE,"Monday: Closed,Tuesday: 12:00 - 17:00,Wednesday: 12:00 - 17:00,Thursday: 12:00 - 19:00,Friday: 12:00 - 17:00,Saturday: 12:00 - 17:00,Sunday: Closed",FALSE,https://media-cdn.tripadvisor.com/media/photo-f/28/95/4b/97/a-view-of-our-gallery.jpg
72,CHRISTENSEN CENTER ART GALLERY,44.96737,-93.24076,2211 RIVERSIDE AVE,MINNEAPOLIS,HTTP://WWW.AUGSBURG.EDU/GALLERIES/,560572,http://www.mnbookarts.org,+1 612-338-3634,https://www.tripadvisor.com/UserReview-g43323-d560572-Minnesota_Center_for_Book_Arts-Minneapolis_Minnesota.html?m=66827,#1 of 19 Classes &amp; Workshops in Minneapolis,4.5,"Monday: 09:30 - 18:30,Tuesday: 09:30 - 21:30,Wednesday: 09:30 - 18:30,Thursday: 09:30 - 18:30,Friday: 09:30 - 18:30,Saturday: 09:30 - 18:30,Sunday: 12:00 - 17:00","1: 0,2: 2,3: 0,4: 0,5: 8",https://media-cdn.tripadvisor.com/media/photo-f/09/3f/c8/b3/minnesota-center-for.jpg
73,CONCORDIA GALLERY,44.95118,-93.15439,1282 CONCORDIA AVE,SAINT PAUL,NA,27088514,https://www.facebook.com/108355435321087,+1 612-449-6189,https://www.tripadvisor.com/UserReview-g43501-d27088514-Viewpoint_Gallery-Saint_Paul_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
74,CONKLING GALLERY,44.15686,-93.99165,SOUTH RD AND ELLIS AVE,MANKATO,HTTP://WWW.MNSU.EDU,3979726,https://www.tripadvisor.com/Attraction_Review-g43633-d3979726-Reviews-Chaos_Art_Gallery_Studio-West_Saint_Paul_Minnesota.html?m=66827,+1 612-567-8720,https://www.tripadvisor.com/UserReview-g43633-d3979726-Chaos_Art_Gallery_Studio-West_Saint_Paul_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
75,CYRUS M. RUNNING GALLERY,46.8651,-96.76815,901 S 8TH ST,MOORHEAD,NA,1580399,http://www.facebook.com/RourkeArts,+1 218-236-8861,https://www.tripadvisor.com/UserReview-g43335-d1580399-Rourke_Art_Gallery-Moorhead_Minnesota.html?m=66827,#6 of 30 things to do in Moorhead,4,FALSE,"1: 1,2: 0,3: 0,4: 3,5: 4",
76,DENLER GALLERY,45.0314,-93.16693,3003 SNELLING AVE N,SAINT PAUL,NA,27009422,https://www.unwsp.edu/academics/schools-and-departments/department-of-art-design/denler-gallery,+1 651-286-7570,https://www.tripadvisor.com/UserReview-g43501-d27009422-Denler_Gallery-Saint_Paul_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
77,FLATEN ART MUSEUM,44.46055,-93.17679,1520 ST OLAF AVE,NORTHFIELD,NA,27062222,http://daviderdmansculpture.com,+1 507-786-3556,https://www.tripadvisor.com/UserReview-g43379-d27062222-Flaten_Art_Museum-Northfield_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
78,FREDERICK R. WEISMAN ART MUSEUM,44.9715,-93.23721,333 EAST RIVER PARKWAY,MINNEAPOLIS,NA,208573,https://wam.umn.edu/?fbclid=IwAR0_gVqg5EBIx0HNZZV5fgQOELJ_tNlnNsyGKUneX29l0jAefdkI0LTCUk0_aem_AYofuXN8agYWAP8oniovwFJDSPN8cCGlZN_VISXld1-AcShwyxZ3OP0k31V9mbW29nVslQ5ZJ_HFTP8sgcEjoTVO,+1 612-625-9494,https://www.tripadvisor.com/UserReview-g43323-d208573-Weisman_Art_Museum-Minneapolis_Minnesota.html?m=66827,#20 of 463 things to do in Minneapolis,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: 10:00 - 20:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 11:00 - 17:00,Sunday: 11:00 - 17:00","1: 1,2: 5,3: 27,4: 104,5: 129",https://media-cdn.tripadvisor.com/media/photo-f/0d/a4/27/dc/frederick-weisman-museum.jpg
79,GAGE FAMILY ART GALLERY,44.96737,-93.24076,2211 RIVERSIDE AVE,MINNEAPOLIS,HTTP://WWW.AUGSBURG.EDU/GALLERIES/,208573,https://wam.umn.edu/?fbclid=IwAR0_gVqg5EBIx0HNZZV5fgQOELJ_tNlnNsyGKUneX29l0jAefdkI0LTCUk0_aem_AYofuXN8agYWAP8oniovwFJDSPN8cCGlZN_VISXld1-AcShwyxZ3OP0k31V9mbW29nVslQ5ZJ_HFTP8sgcEjoTVO,+1 612-625-9494,https://www.tripadvisor.com/UserReview-g43323-d208573-Weisman_Art_Museum-Minneapolis_Minnesota.html?m=66827,#20 of 463 things to do in Minneapolis,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: 10:00 - 20:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 11:00 - 17:00,Sunday: 11:00 - 17:00","1: 1,2: 5,3: 27,4: 104,5: 129",https://media-cdn.tripadvisor.com/media/photo-f/0d/a4/27/dc/frederick-weisman-museum.jpg
80,GALLERY,46.3458,-94.21558,501 WEST COLLEGE DRIVE,BRAINERD,NA,117317,https://www.visitbemidji.com/things-to-do/arts-entertainment/sculpture-walk/,FALSE,https://www.tripadvisor.com/UserReview-g42863-d117317-Sculpture_Walk-Bemidji_Minnesota.html?m=66827,#3 of 31 things to do in Bemidji,4.5,FALSE,"1: 0,2: 0,3: 5,4: 25,5: 47",https://media-cdn.tripadvisor.com/media/photo-f/02/fe/d9/50/sculpture-walk.jpg
81,GAZZUOLO FINE ARTS GALLERY,45.10521,-93.37423,7411 85TH AVE N,BROOKLYN PARK,HTTP://WWW.NHCC.EDU/STUDENT-LIFE/PERFORMING-VISUAL-ARTS-EVENTS/ART-EXHIBITIONS,12295342,http://maplegroveartscenter.org/,+1 763-370-3003,https://www.tripadvisor.com/UserReview-g43288-d12295342-Maple_Grove_Arts_Center-Maple_Grove_Minnesota.html?m=66827,#8 of 28 things to do in Maple Grove,5,"Monday: Closed,Tuesday: Closed,Wednesday: 11:00 - 17:00,Thursday: 11:00 - 17:00,Friday: 11:00 - 17:00,Saturday: 11:00 - 17:00,Sunday: 12:00 - 15:00","1: 0,2: 0,3: 0,4: 0,5: 1",
82,GOLDSTEIN GALLERY ST. PAUL,44.98428,-93.17746,1985 BUFORD AVENUE,SAINT PAUL,HTTP://GOLDSTEIN.DESIGN.UMN.EDU,2322964,http://www.mnstatefair.org,+1 651-288-4400,https://www.tripadvisor.com/UserReview-g43501-d2322964-Minnesota_State_Fair-Saint_Paul_Minnesota.html?m=66827,#4 of 232 things to do in Saint Paul,4.5,"Monday: 08:00 - 16:30,Tuesday: 08:00 - 16:30,Wednesday: 08:00 - 16:30,Thursday: 08:00 - 16:30,Friday: 08:00 - 16:30,Saturday: Closed,Sunday: Closed","1: 8,2: 20,3: 54,4: 227,5: 936",https://media-cdn.tripadvisor.com/media/photo-f/06/77/e9/e0/state-fairgrounds-minnesota.jpg
83,GORDON PARKS GALLERY,44.95758,-93.0748,645 EAST SEVENTH STREET,SAINT PAUL,NA,561671,http://mearspark.com/,+1 651-266-6400,https://www.tripadvisor.com/UserReview-g43501-d561671-Mears_Park-Saint_Paul_Minnesota.html?m=66827,#26 of 232 things to do in Saint Paul,4.5,FALSE,"1: 2,2: 0,3: 5,4: 28,5: 42",https://media-cdn.tripadvisor.com/media/photo-f/05/fb/cc/86/mears-park.jpg
84,GREAT RIVER GALLERY,45.17491,-93.34655,11200 MISSISSIPPI BLVD NW,COON RAPIDS,HTTP://WWW.ANOKARAMSEY.EDU/NEWS/NEWS/NEWS%20ARCHIVE%202008/SPRING%202008/ARCCNEWS475.ASPX,15047558,http://npgallery.nps.gov/NRHP/AssetDetail,FALSE,https://www.tripadvisor.com/UserReview-g29600-d15047558-Anoka_Champlin_Mississippi_River_Bridge-Anoka_Minnesota.html?m=66827,#2 of 20 things to do in Anoka,4.5,FALSE,"1: 0,2: 0,3: 0,4: 2,5: 1",https://media-cdn.tripadvisor.com/media/photo-i/24/6d/d4/7b/view-of-mississippi-river.jpg
85,HILLSTROM MUSEUM OF ART,44.32201,-93.96866,800 WEST COLLEGE AVENUE,ST PETER,NA,8652253,http://www.artscentersp.org/,+1 507-931-3630,https://www.tripadvisor.com/UserReview-g43503-d8652253-Arts_Center_of_Saint_Peter-Saint_Peter_Minnesota.html?m=66827,#5 of 14 things to do in Saint Peter,5,FALSE,"1: 0,2: 0,3: 0,4: 0,5: 6",
86,INVER HILLS ART GALLERY,44.83339,-93.05486,2500 80TH ST E,INVER GROVE HEIGHTS,HTTPS://WWW.INVERHILLS.EDU/CAMPUSLIFE/CULTURALARTS.ASPX,43187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/0b/72/b5/81/walkway-of-the-bridge.jpg
87,JAMES WEGNER ART GALLERY,43.67392,-93.001,1900 8TH AVE NW,AUSTIN,HTTP://WWW.RIVERLAND.EDU/ARTGALLERY/INDEX.CFM,107544,http://new.artsmia.org,+1 888-642-2787,https://www.tripadvisor.com/UserReview-g43323-d107544-Minneapolis_Institute_of_Art-Minneapolis_Minnesota.html?m=66827,#1 of 463 things to do in Minneapolis,5,"Monday: Closed,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 21:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 4,2: 9,3: 38,4: 347,5: 1996",https://media-cdn.tripadvisor.com/media/photo-f/0c/ab/dc/41/20160821-110538-largejpg.jpg
88,JOHNSON GALLERY,45.05532,-93.15714,3900 BETHEL DR,SAINT PAUL,NA,27009422,https://www.unwsp.edu/academics/schools-and-departments/department-of-art-design/denler-gallery,+1 651-286-7570,https://www.tripadvisor.com/UserReview-g43501-d27009422-Denler_Gallery-Saint_Paul_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
89,KATHERINE E. NASH GALLERY,44.96973,-93.2424,405 21ST AVENUE SOUTH,MINNEAPOLIS,HTTPS://ART.UMN.EDU/NASH,8654111,http://grovelandgallery.com,+1 612-377-7800,https://www.tripadvisor.com/UserReview-g43323-d8654111-Groveland_Gallery-Minneapolis_Minnesota.html?m=66827,#181 of 463 things to do in Minneapolis,4,FALSE,"1: 0,2: 0,3: 0,4: 1,5: 0",
90,LAW WARSCHAW GALLERY,44.93998,-93.16783,130 SOUTH MACALESTER STREET,SAINT PAUL,HTTP://WWW.MACALESTER.EDU/GALLERY/,17378805,http://newstudiogallery.com,+1 651-207-5527,https://www.tripadvisor.com/UserReview-g43501-d17378805-NewStudio_Gallery-Saint_Paul_Minnesota.html?m=66827,FALSE,FALSE,"Monday: 10:00 - 16:00,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: Closed,Sunday: Closed",FALSE,https://media-cdn.tripadvisor.com/media/photo-f/17/be/43/45/newstudio-gallery-hosts.jpg
91,LILLIAN DAVIS HOGAN GALLERIES,44.06311,-91.70891,700 TERRACE HEIGHTS,WINONA,NA,273642,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g43423-d273642-Lillian_s_House_of_Seven_Gables-Peterson_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
92,LOOKOUT ART GALLERY,44.17337,-94.04771,1920 LEE BLVD,NORTH MANKATO,HTTP://WWW.SOUTHCENTRAL.EDU/DEPARTMENTS/LOOKOUT-ART-GALLERY.HTML,3164201,http://thecarnegiemankato.com/,+1 507-625-2730,https://www.tripadvisor.com/UserReview-g43286-d3164201-Carnegie_Art_Center-Mankato_Minnesota.html?m=66827,#9 of 44 things to do in Mankato,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 13:00 - 19:00,Friday: 13:00 - 16:00,Saturday: 11:00 - 17:00,Sunday: Closed","1: 0,2: 0,3: 1,4: 7,5: 9",https://media-cdn.tripadvisor.com/media/photo-f/07/2e/0c/93/carnegie-art-center.jpg
