DISCIPLINE,COMMONNAME,LEGALNAME,ADSTREET,ADCITY,ADSTATE,ADZIP5,WEBURL,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4
HSC,HISTORICAL SOCIETY OF GREATER LANSING,HISTORICAL SOCIETY OF GREATER LANSING,PO BOX 12095,LANSING,MI,48901,HTTP://WWW.LANSINGHISTORY.ORG,-84.55223,42.74259,4,3,1
HSC,BERNARD HISTORICAL SOCIETY MUSEUM,BERNARD HISTORICAL SOCIETY MUSEUM,7135 DELTON RD,DELTON,MI,49046,NA,-85.39621,42.51295,4,3,4
HSC,HOLLAND HARBOR LIGHTHOUSE HISTORICAL COMMISSION,HOLLAND HARBOR LIGHTHOUSE HISTORICAL COMMISSION,PO BOX 13,MACATAWA,MI,49434,NA,-86.20797,42.76649,4,3,4
HSC,WAUSAU HISTORIC LANDMARKS,FRIENDS OF WAUSAU HISTORIC LANDMARKS,1705 5TH AVE,NORWAY,MI,49870,NA,-87.8952,45.78516,4,3,4
HSC,GULL ROCK LIGHTKEEPERS,GULL ROCK LIGHTKEEPERS,PO BOX 126,COPPER HARBOR,MI,49918,HTTP://WWW.GULLROCKLIGHTKEEPERS.ORG/,-87.88773,47.47009,4,3,4
HSC,MICHIGAMME MUSEUM,MICHIGAMME MUSEUM 1900 STEAMER FUND,262 ORANGE RD,MICHIGAMME,MI,49861,NA,-88.18298,46.5298,4,3,4
HSC,GENESEE TOWNSHIP VETERANS MEMORIAL ASSOCIATION,GENESEE TOWNSHIP VETERANS MEMORIAL ASSOCIATION,PO BOX 276,GENESEE,MI,48437,NA,-83.62165,43.11288,4,3,4
HSC,DIXBORO VILLAGE GREEN,DIXBORO VILLAGE GREEN INC,5221 CHURCH ROAD,ANN ARBOR,MI,48105,NA,-83.6571,42.31311,4,3,2
HSC,PHOENIX CONTINUUM,PHOENIX CONTINUUM,700 TERRACE POINT RD,MUSKEGON,MI,49440,NA,-86.22867,43.21134,4,3,2
HSC,BOHM THEATRE,FRIENDS OF THE BOHM THEATRE,PO BOX 156,ALBION,MI,49224,HTTP://BOHMTHEATRE.ORG/,-84.75295,42.24379,4,3,3
HSC,MONTAGUE MUSEUM AND HISTORICAL ASSOCIATION,MONTAGUE MUSEUM AND HISTORICAL ASSOCIATION,8778 FERRY ST,MONTAGUE,MI,49437,NA,-86.35523,43.41754,4,3,3
HSC,HISTORICAL HAMTRAMCK,FRIENDS OF HISTORICAL HAMTRAMCK,11638 MORAN,HAMTRAMCK,MI,48212,HTTP://WWW.HAMTRAMCKHISTORY.ORG/,-83.05688,42.3952,4,3,2
HSC,OAKLAND COUNTY HISTORICAL RESEARCH,OAKLAND COUNTY HISTORICAL RESEARCH,1200 N TELEGRAPH RD BLDG 14 EAST,PONTIAC,MI,48341,HTTPS://WWW.OAKGOV.COM/INDEX.HTML,-83.33351,42.65803,4,3,1
HSC,HISTORICAL SOCIETY OF BANCROFT,HISTORICAL SOCIETY OF BANCROFT,PO BOX 5,BANCROFT,MI,48414,NA,-84.06886,42.86777,4,3,4
HSC,PLYMOUTH PRESERVATION NETWORK,PLYMOUTH PRESERVATION NETWORK,11677 MORGAN AVE,PLYMOUTH,MI,48170,HTTP://PLYMOUTHPRESERVATION.ORG/,-83.44297,42.36713,4,3,2
HSC,OLD TIGER STADIUM CONSERVANCY,OLD TIGER STADIUM CONSERVANCY,150 W JEFFERSON SUITE 2500,DETROIT,MI,48226,NA,-83.04629,42.32809,4,3,1
HSC,MICHIGAN LIGHTHOUSE FUND,MICHIGAN LIGHTHOUSE FUND INC,PO BOX 23203,LANSING,MI,48324,NA,-84.49876,42.68559,4,3,1
HSC,SOUTHERN HOUGHTON COUNTY AIRPORT AND HERITAGE ASSOCIATION,SOUTHERN HOUGHTON COUNTY AIRPORT AND HERITAGE ASSOCIATION,7370 BROADMOOR AVE,CALEDONIA,MI,49316,NA,-85.52504,42.83289,4,3,2
HSC,MARTIN JOHNSON HERITAGE MUSEUM,MARTIN JOHNSON HERITAGE MUSEUM,PO BOX 363,BALDWIN,MI,49304,HTTPS://BIGBASSLAKEMI.WORDPRESS.COM/MARTIN-JOHNSON-HERITAGE-MUSEUM-NEW/,-85.87354,43.8986,4,3,4
HSC,SALEM COMMUNITY EVENTS ASSOCIATION,SALEM COMMUNITY EVENTS ASSOCIATION,PO BOX 75041,SALEM,MI,48175,HTTP://WWW.SALEMFLAGDAY.COM,-83.57749,42.40828,4,3,4
HSC,HISTORIC ELK RAPIDS TOWN HALL ASSOCIATION,HISTORIC ELK RAPIDS TOWN HALL ASSOCIATION,PO BOX 386,ELK RAPIDS,MI,49629,HTTP://WWW.ERTOWNHALL.ORG/,-85.41863,44.89703,4,3,4
HSC,COPPER COUNTRY FIREFIGHTERS HISTORY MUSEUM,UPPER PENINSULA FIREFIGHTERS MEMORIAL MUSEUM,627 SIXTH ST,CALUMET,MI,49931,HTTP://WWW.COPPERCOUNTRYFIREFIGHTERSHISTORYMUSEUM.COM,-88.58085,47.11683,4,3,3
HSC,KEWEENAW NATIONAL HISTORICAL PARK,KEWEENAW NATIONAL HISTORICAL PARK,25970 RED JACKET ROAD,CALUMET,MI,49913,NA,-88.45169,47.24357,4,3,3
HSC,SLEEPING BEAR DUNES NATIONAL LAKESHORE,SLEEPING BEAR DUNES NATIONAL LAKESHORE,9922 FRONT STREET,EMPIRE,MI,49630,NA,-86.05474,44.8112,4,3,4
HSC,ISLE ROYALE NATIONAL PARK,ISLE ROYALE NATIONAL PARK,800 E LAKESHORE DRIVE,HOUGHTON,MI,49931,NA,-88.56567,47.12262,4,3,3
HSC,RIVER RAISIN NATIONAL BATTLEFIELD-VISITOR CENTER,RIVER RAISIN NATIONAL BATTLEFIELD-VISITOR CENTER,1403 EAST ELM AVENUE,MONROE,MI,48162,NA,-83.37947,41.91328,4,3,1
HSC,PICTURED ROCKS NATIONAL LAKESHORE HEADQUARTERS,PICTURED ROCKS NATIONAL LAKESHORE HEADQUARTERS,POBOX 40,MUNISING,MI,49862,NA,-86.65393,46.41131,4,3,3
HSC,WASHINGTON COUNTY HISTORICAL,WASHINGTON COUNTY HISTORICAL,14020 195TH ST N,MARINE ON SAINT CROIX,MN,55047,NA,-92.82079,45.23139,4,4,4
HSC,WESTERN HENN COUNTY PIONEER,WESTERN HENNEPIN COUNTY PIONEERS ASSOCIATION INC,1953 W WAYZATA BLVD,LONG LAKE,MN,55356,HTTP://WWW.WHCPA-MUSEUM.ORG/,-93.57346,44.98773,4,4,2
HSC,WILKIN COUNTY HISTORICAL MUSEUM,WILKIN COUNTY HISTORCAL SOCIETY,704 NEBRASKA AVE,BRECKENRIDGE,MN,56520,NA,-96.5844,46.26469,4,4,4
HSC,SINCLAIR LEWIS BOYHOOD HOME,SINCLAIR LEWIS BOYHOOD HOME,810 SINCLAIR LEWIS AVE,SAUK CENTRE,MN,56378,NA,-94.95753,45.73711,4,4,3
HSC,REDWOOD COUNTY MUSEUM,REDWOOD COUNTY HISTORICAL SOCIETY,913 W BRIDGE ST,REDWOOD FALLS,MN,56283,HTTP://REDWOODCOUNTYHISTORICALSOCIETY.COM/CONTACT-US/,-95.22416,44.54145,4,4,4
HSC,NORTHRUP KING BUILDING,NORTHRUP KING BUILDING,1500 JACKSON ST NE,MINNEAPOLIS,MN,55413,HTTP://WWW.NORTHRUPKINGBUILDING.COM,-93.2503,45.00404,4,4,1
HSC,MOWER COUNTY HISTORICAL CENTER,MOWER COUNTY HISTORICAL SOCIETY,700 12TH ST SW,AUSTIN,MN,55912,HTTP://MOWERCOUNTYHISTORY.ORG,-92.99026,43.66618,4,4,3
HSC,LAC QUI PARLE COUNTY HISTORICAL MUSEUM,LAC QUI PARLE COUNTY HISTORICAL SOCIETY,HIGHWAY 75 S,MADISON,MN,56256,HTTP://WWW.LQPCO.COM/,-96.196,45.01106,4,4,4
HSC,HISTORIC FORESTVILLE,HISTORIC FORESTVILLE,21899 COUNTY 118,PRESTON,MN,55965,HTTP://SITES.MNHS.ORG/HISTORIC-SITES/HISTORIC-FORESTVILLE,-92.1115,43.65104,4,4,4
HSC,JAMES J. HILL HOUSE,JAMES J. HILL HOUSE,240 SUMMIT AVENUE,ST PAUL,MN,55102,NA,-93.10963,44.94519,4,4,1
HSC,KANABEC HISTORY CENTER,KANABEC COUNTY HISTORICAL SOCIETY,WEST FOREST AVENUE,MORA,MN,55051,HTTP://WWW.KANABECHISTORY.ORG/,-93.30449,45.87506,4,4,3
HSC,JULIAN H SLEEPER HOUSE,JULIAN H SLEEPER HOUSE,66 SAINT ALBANS ST S,SAINT PAUL,MN,55105,HTTP://WWW.JULIANHSLEEPERHOUSE.COM/,-93.12867,44.93826,4,4,1
HSC,HERMANTOWN CITY HALL,MINNESOTA FINNISH AMERICAN HISTORICAL SOCIETY,5255 MAPLE GROVE RD,HERMANTOWN,MN,55811,HTTP://HERMANTOWNHISTORY.COM,-92.23396,46.81836,4,4,4
HSC,FORT RIDGELY HISTORY SITE-MINNESOTA,FRIENDS OF FORT RIDGELY,72404 COUNTY ROAD 30,FAIRFAX,MN,55332,NA,-94.7261,44.44739,4,4,4
HSC,GILFILLAN ESTATE,GILFILLAN ESTATE,28269 STATE HIGHWAY 67,REDWOOD FALLS,MN,56283,HTTP://REDWOODCOUNTYHISTORICALSOCIETY.COM/GILFILLAN-ESTATE/,-95.22416,44.54145,4,4,4
HSC,FOLSOM HOUSE HISTORIC SITE,TAYLORS FALLS HISTORICAL SOCIETY,272 WEST GOVERNMENT STREET,TAYLORS FALLS,MN,55084,NA,-92.65428,45.40075,4,4,4
HSC,E ST JULIEN COX HOUSE,E ST JULIEN COX HOUSE,500 N WASHINGTON AVE,SAINT PETER,MN,56082,HTTP://COX@NCHSMN.ORG,-93.96118,44.3326,4,4,3
HSC,COMSTOCK HOUSE,COMSTOCK HOUSE,506 8TH ST S,MOORHEAD,MN,56560,NA,-96.77452,46.73116,4,4,4
HSC,CHARLES A. LINDBERGH HOUSE,CHARLES A. LINDBERGH HOUSE,1200 LINDBERGH DRIVE SOUTH,LITTLE FALLS,MN,56345,NA,-94.38541,45.96243,4,4,3
HSC,ARCHES MUSEUM,WINONA COUNTY HISTORICAL SOCIETY INC,23108 HIGHWAY 14,LEWISTON,MN,55952,NA,-91.81637,44.00101,4,4,4
HSC,AMES FLORIDA STORK HOUSE,AMES FLORIDA STORK HOUSE,8131 BRIDGE ST,ROCKFORD,MN,55373,NA,-93.73101,45.08712,4,4,3
HSC,ALEXANDER RAMSEY HOUSE,ALEXANDER RAMSEY HOUSE,265 S EXCHANGE ST,ST PAUL,MN,55102,NA,-93.10363,44.94174,4,4,1
HSC,ARD GODFREY HOUSE,ARD FAMILY FOUNDATION,50 UNIVERSITY AVE NE,MINNEAPOLIS,MN,55413,NA,-93.25652,44.98809,4,4,1
HSC,BROWN COUNTY MUSEUM,BROWN COUNTY HISTORICAL SOCIETY,2 NORTH BROADWAY,NEW ULM,MN,56073,HTTP://WWW.BROWNCOUNTYHISTORYMN.ORG/,-94.46027,44.31266,4,4,3
HSC,MILITARY FAMILY TRIBUTE,MILITARY FAMILY TRIBUTE,620 MENDELSSOHN AVE N,GOLDEN VALLEY,MN,55427,HTTP://WWW.MILITARYFAMILYTRIBUTE.ORG/,-93.39925,44.98626,4,4,2
HSC,RED BULL HISTORIC MILITARY VEHICLE ASSOCIATION,RED BULL HISTORIC MILITARY VEHICLE ASSOCIATION,PO BOX 636,EXCELSIOR,MN,55331,HTTP://WWW.REDBULLHMVA.COM/,-93.31819,44.82672,4,4,1
HSC,KMM HISTORICAL COMMITTE,KMM HISTORICAL COMMITTE,19363 GRAVE LAKE ROAD,BRAINERD,MN,56401,HTTP://WWW.OURMINNESOTA.ORG/,-93.99235,46.34325,4,4,4
HSC,BRANDON HISTORY AND INFORMATION CENTER,BRANDON HISTORY AND INFORMATION CENTER,PO BOX 514,BRANDON,MN,56315,NA,-95.57942,45.98992,4,4,4
HSC,MARITIME HERITAGE MINNESOTA,MARITIME HERITAGE MINNESOTA,1214 SAINT PAUL AVENUE,SAINT PAUL,MN,55116,HTTP://WWW.MARITIMEHERITAGEMN.ORG/,-93.1792,44.90559,4,4,1
HSC,ST MARYS PRESERVATION ASSOCIATION,ST MARYS PRESERVATION ASSOCIATION,76514 300TH ST,OLIVIA,MN,56277,NA,-95.07079,44.7091,4,4,4
HSC,LINDBERGH HERITAGE,FRIENDS OF THE LINDBERGH HERITAGE,1620 LINDBERGH DRIVE SOUTH,LITTLE FALLS,MN,56345,NA,-94.38805,45.95908,4,4,4
HSC,KASSON ALLIANCE FOR RESTORATION,KASSON ALLIANCE FOR RESTORATION INC,105 W MAIN ST,KASSON,MN,55944,NA,-92.74961,44.02957,4,4,3
HSC,HONORING ALL VETERANS MEMORIAL,HONORING ALL VETERANS MEMORIALINCORPORATED,7000 NICOLLET AVE,RICHFIELD,MN,55423,NA,-93.28008,44.87464,4,4,2
HSC,MINNESOTA LANDMARKS,MINNESOTA LANDMARKS,75 5TH ST W STE 404,SAINT PAUL,MN,55102,NA,-93.09663,44.94522,4,4,1
HSC,NOWTHEN HISTORICAL POWER ASSOCIATION,NOWTHEN HISTORICAL POWER ASSOCIATION INC,PO BOX 43,ROGERS,MN,55374,HTTP://WWW.NOWTHENTHRESHING.COM/,-93.45557,45.33068,4,4,4
HSC,LINDEN HILL,FRIENDS OF LINDEN HILL INC,608 HIGHLAND AVE,LITTLE FALLS,MN,56345,HTTP://WWW.LINDEN-HILL.ORG,-94.36633,45.96923,4,4,3
HSC,LITCHFIELD OPERA HOUSE,GREATER LITCHFIELD OPERA HOUSE ASSOCIATION INCORPORATED,PO BOX 228,LITCHFIELD,MN,55355,HTTP://WWW.LITCHFIELDOPERAHOUSE.COM,-94.52655,45.12653,4,4,3
HSC,WASIOJA,FRIENDS OF WASIOJA,20659 602ND ST,DODGE CENTER,MN,55927,NA,-92.79008,44.12373,4,4,4
HSC,MINNESOTAS HISTORIC NORTHWEST,MINNESOTAS HISTORIC NORTHWEST,412 GEARY AVE NE,BAGLEY,MN,56621,NA,-95.39542,47.52597,4,4,4
HSC,GIANTS OF THE EARTH HERITAGE CENTER,GIANTS OF THE EARTH HERITAGE CENTER,163 W MAIN ST,SPRING GROVE,MN,55974,HTTP://SPRINGGROVEMNHERITAGECENTER.ORG,-91.64578,43.56386,4,4,4
HSC,HERITAGE GROUP NORTH,HERITAGE GROUP NORTH,PO BOX 266,PINE RIVER,MN,56474,HTTP://WWW.HERITAGEGROUPNORTH.ORG/1.HTML,-94.40495,46.72313,4,4,4
HSC,MINNESOTA HISTORY LEARNING CENTER,MINNESOTA HISTORY LEARNING CENTER,209 NORTH 4TH STREET,MORTON,MN,56270,NA,-94.99279,44.56761,4,4,4
HSC,NORTHFIELD DEPOT,SAVE THE NORTHFIELD DEPOT,414 RILEY DR,NORTHFIELD,MN,55057,HTTP://WWW.NORTHFIELDDEPOT.ORG/,-93.15533,44.44162,4,4,3
HSC,OAKDALE VETERANS MEMORIAL,OAKDALE VETERANS MEMORIAL,1453 HELMO AVE N,OAKDALE,MN,55128,NA,-92.97064,44.97717,4,4,2
HSC,WILLKOMMEN HERITAGE & PRESERVATION SOCIETY OF NORWOOD YOUNG,WILLKOMMEN HERITAGE & PRESERVATION SOCIETY OF NORWOOD YOUNG,PO BOX 113,NORWOOD YOUNG AMERICA,MN,55368,NA,-93.91185,44.758,4,4,4
HSC,CHISHOLM VETERANS MEMORIAL ASSOCIATION,CHISHOLM VETERANS MEMORIAL ASSOCIATION INC,319 LAKE STREET WEST,CHISHOLM,MN,55719,NA,-92.88411,47.48924,4,4,3
HSC,MCGRATH HISTORICAL COMMITTEE,MCGRATH HISTORICAL COMMITTEE INC,PO BOX 216,MCGRATH,MN,56350,NA,-93.2666,46.27095,4,4,4
HSC,VETERANS OF FOREIGN WARS POST 4393 COLOR GUARD ASSOCIATION,VETERANS OF FOREIGN WARS POST 4393 COLOR GUARD ASSOCIATION,516 DIVISION,NORTHFIELD,MN,55057,HTTP://WWW.VFW.ORG,-93.16024,44.4541,4,4,3
HSC,CHISAGO CITY BOOSTERS AND HERITAGE ASSOCIATION,CHISAGO CITY BOOSTERS AND HERITAGE ASSOCIATION,PO BOX 413,CHISAGO CITY,MN,55013,HTTP://WWW.CHISAGOCITYHERITAGE.ORG/,-92.8997,45.36684,4,4,3
HSC,CONCEIVE BELIEVE ACHIEVE,CONCEIVE BELIEVE ACHIEVE INC,PO BOX 28907,ST PAUL,MN,55128,NA,-92.98001,44.96524,4,4,2
HSC,DEWEY-RADKE,FRIENDS OF THE DEWEY-RADKE INC,1000 LINDBERGH DRIVE N,LITTLE FALLS,MN,56345,NA,-94.3719,45.98763,4,4,3
HSC,JEWISH HISTORICAL SOCIETY OF UPPER MIDWEST,JEWISH HISTORICAL SOCIETY OF UPPER MIDWEST INC,4330 CEDAR LAKE RD S,ST LOUIS PARK,MN,55416,HTTP://WWW.JHSUM.ORG,-93.3325,44.96549,4,4,2
HSC,GOPHER-HAWKEYE POWER ASSOCIATION,GOPHER-HAWKEYE POWER ASSN INC,PO BOX 253,KIESTER,MN,56051,NA,-93.71122,43.53776,4,4,4
HSC,MINNESOTA VETERINARY HISTORICAL MUSEUM,MINNESOTA VETERINARY HISTORICAL MUSEUM,1365 GORTNER AVE,ST PAUL,MN,55108,HTTP://HIST.CVM.UMN.EDU,-93.18217,44.98259,4,4,2
HSC,OR NESHAMA,OR NESHAMA,4956 OLIVER AVENUE SOUTH,MINNEAPOLIS,MN,55419,NA,-93.30779,44.91293,4,4,1
HSC,VIETNAM VETERANS MEMORIAL AND HISTORY CENTER,VIETNAM VETERANS MEMORIAL AND HISTORY CENTER,1460 360TH STREET,MINNEOTA,MN,56264,NA,-96.01154,44.5725,4,4,4
HSC,GRANT COUNTY HISTORICAL MUSEUM,GRANT COUNTY HISTORICAL SOCIETY OF ELBOW LAKE MINNESOTA,PO BOX 1002,ELBOW LAKE,MN,56531,NA,-95.97402,45.99356,4,4,4
HSC,HIBBING HISTORICAL SOCIETY & MUSEUM,HIBBING HISTORICAL SOCIETY INC & MUSEUM,400 E 23RD ST,HIBBING,MN,55746,HTTP://HIBBINGHISTORY.COM,-92.93771,47.42384,4,4,3
HSC,HERITAGE HOUSE,HERITAGE HOUSE INCORPORATED,PO BOX 152,MOUNTAIN LAKE,MN,56159,NA,-94.92858,43.9391,4,4,4
HSC,WOODS COUNTY HISTORICAL SOCIETY COUNTY COURTHOUSE,LAKE OF THE WOODS COUNTY HISTORICAL SOCIETY COUNTY COURTHOU,206 8TH AVE SE SUITE 150,BAUDETTE,MN,56623,NA,-94.585,48.70968,4,4,4
HSC,MILITARY HISTORICAL SOCIETY OF MINNESOTA,MILITARY HISTORICAL SOCIETY OF MINNESOTA INC,15000 HIGHWAY 115,LITTLE FALLS,MN,56345,NA,-94.3468,46.07508,4,4,4
HSC,SIBLEY COUNTY HISTORICAL MUSEUM,SIBLEY COUNTY HISTORICAL SOCIETY INC,700 MAIN BOX 407,HENDERSON,MN,56044,HTTP://WWW.SIBLEYCOUNTYHISTORICALMUSEUM.COM/,-93.90927,44.52785,4,4,4
HSC,MIDWEST ART CONSERVATION CENTER,MIDWEST ART CONSERVATION CENTER INC,2400 3RD AVE S,MINNEAPOLIS,MN,55404,HTTP://WWW.PRESERVEART.ORG,-93.27403,44.95822,4,4,1
HSC,TWIN CITY MODEL RAILROAD CLUB,TWIN CITY MODEL RAILROAD CLUB INC,1021 BANDANA BLVD EAST,SAINT PAUL,MN,55108,HTTP://WWW.TCMRM.ORG,-93.15256,44.97107,4,4,1
HSC,MAYOWOOD RESIDENCE,FRIENDS OF THE MAYOWOOD RESIDENCE,PO BOX 404,ROCHESTER,MN,55903,HTTP://WWW.FRIENDSOFMAYOWOOD.ORG/,-92.51973,43.99391,4,4,4
HSC,DEPOT COMMONS ASSOCIATION OF GRAND RAPIDS,DEPOT COMMONS ASSOCIATION OF GRAND RAPIDS,1 NW 3RD ST,GRAND RAPIDS,MN,55744,NA,-93.5298,47.235,4,4,3
HSC,PICKWICK MILL,PICKWICK MILL INCORPORATED,26421 COUNTY ROAD 7,WINONA,MN,55987,HTTP://PICKWICKMILL.ORG,-91.50926,43.95322,4,4,4
HSC,PRESERVATION ALLIANCE OF MINNESOTA,PRESERVATION ALLIANCE OF MINNESOTA INC,416 LANDMARK CENTER 75 W 5TH STREET,SAINT PAUL,MN,55102,HTTP://WWW.MNPRESERVATION.ORG/,-93.11607,44.93995,4,4,1
HSC,LANESBORO HISTORIC PRESERVATION COMMISSION,LANESBORO HISTORIC PRESERVATION COMMISSION,PO BOX 345,LANESBORO,MN,55949,NA,-91.96979,43.71143,4,4,4
HSC,HERITAGE COMMUNITY CENTER,HERITAGE COMMUNITY CTR INC,301 4TH ST E,THIEF RVR FLS,MN,56701,NA,-96.17766,48.12025,4,4,3
HSC,LIND HOUSE ASSOCIATION,LIND HOUSE ASSOCIATION INC,622 CENTER ST,NEW ULM,MN,56073,HTTP://LINDHOUSE.ORG/,-94.46114,44.31222,4,4,3
HSC,HISTORIC PIPESTONE,HISTORIC PIPESTONE INC,601 7TH AVE SW,PIPESTONE,MN,56164,NA,-96.32027,44.00981,4,4,4
HSC,HISTORICAL SOCIETY MINNESOTA,HISTORICAL SOCIETY MINNESOTA,6749 HIGHWAY 11,INTERNATIONAL,MN,56649,NA,-93.70268,48.51264,4,4,4
HSC,ST CLOUD HISTORICAL NEIGHBORHOOD & PRESERVATION ASSOCIATION,ST CLOUD HISTORICAL NEIGHBORHOOD & PRESERVATION ASSOCIATION,524 7TH AVE SO,ST CLOUD,MN,56301,NA,-94.15732,45.55474,4,4,1
HSC,DR HAROLD C DEUTSCH ROUNDTABLE,DR HAROLD C DEUTSCH WORLD WAR II HISTORY ROUND TABLE,7220 FLEETWOOD DRIVE,EDINA,MN,55439,HTTP://WWW.MN-WW2ROUNDTABLE.ORG/,-93.37131,44.87195,4,4,2
HSC,MINNESOTA CHINESE MUSIC ENSEMBLE,MINNESOTA CHINESE MUSIC ENSEMBLE,2127 MAPLEVIEW AVE,MAPLEWOOD,MN,55109,NA,-93.00991,45.02728,4,4,2
HSC,SIBLEY HISTORIC SITE,FRIENDS OF THE SIBLEY HISTORIC SITE,PO BOX 50772,MENDOTA,MN,55150,HTTP://WWW.SIBLEY-FRIENDS.ORG/,-93.16155,44.88817,4,4,2
HSC,TOIMI SCHOOL COMMUNITY CENTER,TOIMI SCHOOL COMMUNITY CENTER,2456 NEWGORD DR,ELY,MN,55731,HTTP://TOIMISCHOOL.ORG,-91.87793,47.90323,4,4,4
HSC,ARCOLA MILLS HISTORIC FOUNDATION,ARCOLA MILLS HISTORIC FOUNDATION,12905 ARCOLA TRL N,STILLWATER,MN,55082,HTTP://ARCOLAMILLS.ORG/,-92.75184,45.13303,4,4,4
HSC,MARTIN COUNTY PRESERVATION ASSOCIATION,MARTIN COUNTY PRESERVATION ASSOCIATION,222 E BLUE EARTH AVE,FAIRMONT,MN,56031,NA,-94.45964,43.65206,4,4,3
HSC,NEW LONDON TO NEW BRIGHTON ANTIQUE CAR RUN,NEW LONDON TO NEW BRIGHTON ANTIQUE CAR RUN INC,803 OLD HWY 8 NW,NEW BRIGHTON,MN,55112,HTTP://WWW.ANTIQUECARRUN.ORG/,-93.19429,45.06499,4,4,2
HSC,ROUNDHOUSE INC OF ST JAMES MINNESOTA,ROUNDHOUSE INC OF ST JAMES MINNESOTA,307 TIEL DRIVE PO BOX 70,SAINT JAMES,MN,56081,HTTP://ROUNDHOUSEINC.ORG/,-94.63206,43.98943,4,4,3
HSC,BASILICA LANDMARK,THE BASILICA LANDMARK,PO BOX 50070,MINNEAPOLIS,MN,55405,HTTP://THEBASILICALANDMARK.ORG/,-93.29441,44.96751,4,4,1
HSC,MINNESOTA MASONIC HISTORICAL SOCIETY AND MUSEUM,MINNESOTA MASONIC HISTORICAL SOCIETY AND MUSEUM,11501 MASONIC HOME DRIVE,BLOOMINGTON,MN,55437,NA,-93.3499,44.79799,4,4,1
HSC,ST JAMES OPERA HOUSE RESTORATION PROJECT,ST JAMES OPERA HOUSE RESTORATION PROJECT INC,502 1ST AVE S,SAINT JAMES,MN,56081,NA,-94.62846,43.98182,4,4,3
HSC,FOREST CITY THRESHERS ASSOCIATION,FOREST CITY THRESHERS ASSOCIATION INC,805 S ARMSTRONG AVE,LITCHFIELD,MN,55355,NA,-94.52376,45.11666,4,4,3
HSC,FARM,FRIENDS OF THE FARM,3830 PILOT KNOB ROAD,EAGAN,MN,55122,NA,-93.16707,44.81894,4,4,1
HSC,SOLDIERS FIELD VETERANS MEMORIAL,SOLDIERS FIELD VETERANS MEMORIAL INC,201 4TH ST SE STE 150,ROCHESTER,MN,55904,HTTP://SOLDIERSFIELDMEMORIAL.ORG,-92.45984,44.01937,4,4,1
HSC,HISTORICAL EXPERIENCES,HISTORICAL EXPERIENCES INC,20180 589TH AVE,MANKATO,MN,56001,NA,-93.92901,44.12592,4,4,4
HSC,NORTHLAND THRESHING BEE,NORTHLAND THRESHING BEE,326 MAIN STRRET N,GREENBUSH,MN,56726,NA,-96.18039,48.69193,4,4,4
HSC,NORWAY LAKE LUTHERAN HISTORICAL ASSOCIATION,NORWAY LAKE LUTHERAN HISTORICAL ASSOCIATION,6338 COUNTY ROAD 40 NW,NEW LONDON,MN,56273,HTTP://WWW.NLLHA.ORG,-95.13119,45.29652,4,4,4
HSC,REDEEMER RESTORATION PROJECT,REDEEMER RESTORATION PROJECT,116 EAST 32ND STREET,MINNEAPOLIS,MN,55408,NA,-93.56226,44.9957,4,4,4
HSC,MINNESOTA SOCIETY OF ARCHITECTURAL HISTORIANS,MINNESOTA SOCIETY OF ARCHITECTURAL HISTORIANS,275 MARKET STREET SUITE 54,MINNEAPOLIS,MN,55405,HTTP://WWW.MNSAH.ORG/,-93.28956,44.98049,4,4,1
HSC,IRON RANGE VETERANS MEMORIAL,IRON RANGE VETERANS MEMORIAL,PO BOX 35,VIRGINIA,MN,55792,HTTP://WWW.IRONRANGEVETERANS.ORG/IRON_RANGE_VETERANS_MEMORIAL.HTM/,-92.88411,47.48924,4,4,3
HSC,ST OLAF HERITAGE ASSOCIATION,ST OLAF HERITAGE ASSOCIATION,6200 COUNTY RD 3 SE,BYRON,MN,55920,NA,-92.6371,44.02934,4,4,3
HSC,HMONG ARCHIVES,HMONG ARCHIVES,343 MICHIGAN ST,SAINT PAUL,MN,55102,HTTP://HMONGARCHIVES.ORG/,-93.11481,44.9348,4,4,1
HSC,HISTORIC HUTCHINSON,HISTORIC HUTCHINSON,PO BOX 667,HUTCHINSON,MN,55350,HTTPS://WWW.FACEBOOK.COM/HISTORICHUTCHINSON,-94.27673,44.94405,4,4,4
HSC,WIRTANEN PIONEER FARM,FRIENDS OF THE WIRTANEN PIONEER FARM,3322 VERMILION TRL,MAKINEN,MN,55763,NA,-92.26063,47.36857,4,4,4
HSC,MEDFORD AREA HISTORICAL LEAGUE,MEDFORD AREA HISTORICAL LEAGUE INC,PO BOX 23,MEDFORD,MN,55049,NA,-93.23983,44.17371,4,4,4
HSC,SOUDAN UNDERGROUND MINE STATE PARK,SOUDAN UNDERGROUND MINE STATE PARK,1379 STUNTZ BAY RD,SOUDAN,MN,55782,NA,-92.23728,47.81637,4,4,4
HSC,JUNIOR PIONEERS OF NEW ULM,JUNIOR PIONEERS OF NEW ULM INC,PO BOX 22,NEW ULM,MN,56073,NA,-94.46762,44.31023,4,4,3
HSC,LAKE REGION PIONEER THRESHERMENS ASSOCIATION,LAKE REGION PIONEER THRESHERMENS ASSOCIATION,PO BOX 752,DALTON,MN,56324,HTTP://WWW.LRPTA-DALTON.ORG/INDEX.HTML,-95.90611,46.16855,4,4,4
